THE	Dv
REVITALIZED	tA
REMAKING	N
BRAINY	A
SOPS	N
CROSSCUT	NVA
MANDIBLE	NA
FRESCOES	p
PATTED	V
GENTLEWOMAN	N
CARTOUCHE	N
FROSH	N
MALNOURISHED	A
KEBAB	N
KNOTTING	N
AFFIRMATIVELY	v
CLOTURE	NtV
PIGGYBACK	NvV
CALCULI	p
SUGARY	A
SLUR	VN
BOOKMAN	N
FERROMAGNETIC	A
PHRASED	V
BINAURAL	A
EPHEMERIS	N
REFURBISH	tV
LATCHING	N
NOBLEMAN	N
ASSAILANT	N
DYSTOPIA	N
LUXURIOUSLY	v
AMBIT	N
FLATNESS	N
DEBAUCHERY	N
EXTRAVAGANCE	N
BUTTRESS	NtV
EUTROPHICATION	N
AUTHORISING	t
DEFUSE	tV
WHISKER	NV
VESICULAR	A
GHOUL	N
FOREGONE	A
TANDOORI	N
ALEXANDRITE	N
SEQUINED	A
OVERJOYED	A
FASTBALL	N
COMPACTNESS	N
MONOPOLISTIC	A
CLACK	VN
DIGESTER	N
WHIFF	NVti
LATCHED	A
URIC	A
LETHALITY	N
ENCRUSTED	A
HOLDALL	N
HARPOON	NtV
SOMBRE	A
SUCCINATE	N
HEARSE	N
FLUORESCEIN	N
REBROADCAST	NtV
SUPERSIZE	N
CAULK	V
APPROBATION	N
SCRATCHY	A
MONOLAYER	N
CALMNESS	N
CONFOUND	tV
FINALIZATION	N
LENGTHWISE	vA
FATTER	A
UNINHIBITED	A
REJUVENATING	t
DEFLATE	Vt
CANNERY	N
MANNOSE	N
GAUCHO	N
DECOMPRESS	V
CHASSE	NV
GLASSMAN	N
CHRISTEN	tV
LOGOTYPE	N
CREPES	p
SENILE	A
COBWEBS	p
AUTOCLAVE	NtV
MILLISECOND	N
EXPEDITING	V
PUSHCHAIR	N
UNDERWRITE	V
TUSK	NV
ESCHATOLOGY	N
HELLISH	Av
AFFERENT	A
DREE	VA
SUMMARIZATION	N
PRECEPTOR	N
UNDERCLASSMAN	N
HUMONGOUS	A
HOMINID	NA
CLARO	N
GASTROENTERITIS	N
PROPIONATE	N
UNGRATEFUL	A
RENOUNCED	V
CLASHING	A
AGGLOMERATION	N
DECOMPOSING	VA
MUENSTER	N
LIGHTBULB	N
SAIN	t
POSTPONING	t
GRAVER	N
HORSESHOES	N
KERATIN	N
NORMALISED	ti
CATALASE	N
DISASSEMBLED	t
UNSPOILT	A
TORRID	A
GOLDSTONE	N
LEISHMANIA	N
FRIENDLIER	A
PRECONCEIVED	tA
TILBURY	N
MICROGRAM	N
INFERRING	V
ENGRAVE	tV
DISHONOR	tNV
HOARDING	N
BAUXITE	N
ROADLESS	A
COMMERCIALIZE	tV
BARRACK	ViN
UNDERARM	Av
DORR	N
STEREOTYPED	A
COQUILLE	N
GOUACHE	N
CONSCRIPTION	N
ENLARGER	N
TWEE	A
TRADESMAN	N
MYOPIC	A
SAYER	N
CONTRARIAN	N
DIZZYING	A
EMBODYING	t
UNSCATHED	A
COURAGEOUSLY	v
UNOPPOSED	A
SNUGLY	v
TARRY	VA
ANCESTRIES	p
JOULE	N
INTERROGATE	V
TUBER	N
EOCENE	N
TAILLIGHT	N
MUDDLED	A
SUBJECTION	N
EVOKING	t
PUNCTUALITY	N
REACTIVATED	V
ACROBATIC	A
HOARSE	A
VEXED	A
CURRIES	p
LECTIONARY	N
BUREAUCRACIES	p
SLINGER	N
COLUMNAR	A
TERABYTE	N
DELVING	V
VANQUISHED	A
HEADLINING	V
INQUISITOR	N
FLOORED	A
MICRA	N
INHERITING	A
HAGGLE	itNV
PLANKTONIC	A
PLIED	V
MIDLINE	N
TWANG	NVi
RACCOONS	p
UNCORRELATED	A
IMPLODE	Vt
OMBRE	N
CONCEIVING	V
INDIVISIBLE	A
PHONIC	A
POETICAL	A
STAGGER	VtiN
CRUSTED	A
GANTRY	N
HERALDIC	A
ELASTOMERIC	A
MALADIES	p
ADJUDGED	t
FOU	A
MOBILISE	ti
IDEOLOGICALLY	v
COURTHOUSES	p
PRINCELY	Av
DIATRIBE	N
HYDRODYNAMICS	N
BUSINESSWOMAN	N
SLITHER	ViN
JUGGLER	N
STIFLED	VA
MASTITIS	N
FORMICA	N
MONOAMINE	N
REFERENDUMS	p
PREPOSITION	N
VESTIBULE	N
MOURNFUL	A
SAMSARA	N
AMELIORATE	V
SCHEMING	AN
TRIGEMINAL	AN
BASELESS	A
PREAMPLIFIER	N
CEIL	t
PARLIAMENTARIAN	NA
VOILE	N!
PICTURING	VN
DISMEMBERMENT	N
SUBREGION	N
SUSPENSEFUL	A
QUARTERED	A
LIONESS	N
DISINGENUOUS	A
SHOO	!V
FEVERISH	A
STAIRWELL	N
PAVILLON	N
SUCKLING	N
SCYTHE	NtV
HEAVING	NA
GHAZI	N
HOMILY	N
PENSIVE	A
STEREOSCOPIC	A
PASCHAL	AN
UPSHOT	N
FLATMATE	N
COCKATOO	N
RADICALISM	N
DIB	V
CHICKADEE	N
RUFOUS	A
BOISTEROUS	A
SATE	tV
RAILROADING	N
ALLEVIATED	tA
WHORL	N
SWITCHBLADE	N
COWLING	N
FERMENT	NV
ENVISIONING	N
BIVARIATE	A
BUSIER	A
REINVENTION	N
BOUNTIES	p
INCURSION	N
NONFAMILY	N
LONGBOAT	N
THINNED	A
FLAPPER	N
AIRCREW	N
SEABIRD	N
CONSTERNATION	N
HISTOPATHOLOGY	N
INTERNALIZED	t
TRIVIALLY	v
BOILERPLATE	N
GOUGE	ViN
CHIRP	iNV
WASTAGE	N
DEMAGNETIZATION	N
DIMMED	A
INTRAVENOUSLY	v
YORE	Nv
MODIFIABLE	A
STARGAZING	N
IMPROVISATIONAL	A
SCURRY	ViNA
GYRUS	N
GANJA	N
HALVE	tV
CONVERSANT	A
UMP	Nti
TORPEDOES	p
COINCIDING	iA
SCHOOLWORK	N
OUTBOX	t
ACQUIRER	N
MALFORMATION	N
POPULATING	N
UNENCUMBERED	A
TAMED	A
TOTING	N
CATEGORIZING	t
FARMYARD	N
CONDENSE	tV
GARBLED	VA
TALLOW	Nt
UNFORGIVING	A
ROWER	N
ROCKETRY	N
IMMOBILE	A
INDISPUTABLE	A
GUARDRAIL	N
SANITIZED	tA
SALICYLATE	N
UNKIND	A
MISREAD	V
MAGNETOSPHERE	N
PRISMATIC	A
AFFICHE	N
AUNTY	N
EPITAXIAL	A
PAUCITY	N
MUSICALE	N
OBA	N
SNAFU	NVA
EXPEDIENCY	N
INCUBATE	Vi
PHILOLOGY	N
WAGGONER	N
TRIASSIC	N
DEADBEAT	N
HORSEY	A
BENZODIAZEPINE	N
BACKWOODS	pNA
EERILY	v
REPOSSESSION	N
EMITTANCE	N
SLOUCH	itNV
THERMOSTATIC	A
CARGOES	p
EYEBEAM	N
ACCENTUATED	t
EDDIES	p
DECAFFEINATED	t
MONAD	N
DISOBEY	V
ALUMNA	N
OKE	NA
BANDY	AVNt
PUBLICISE	V
CHROMED	V
AMICABLE	A
SLOP	VtiN
ENCLAVES	p
PARAKEET	N
PRESSMAN	N
SAVOURY	AN
CLIMACTIC	A
BARBECUED	VA
ABOVEGROUND	A
RADIOCARBON	N
COLLOQUY	N
FIFTIETH	AN
JOYFULLY	v
SHEARWATER	N
THERMOELECTRIC	A
SKITTLES	N
KITBAG	N
COLLEGIAL	A
PAPILLARY	A
SNIDE	AN
CONTRAINDICATED	t
OFFENSIVELY	v
PLAUSIBILITY	N
BLARNEY	NV
ATTITUDINAL	A
HATCHERIES	p
MAGNATE	N
PILLAGE	VN
VENGEFUL	A
COMPENSABLE	A
TEETER	VN
AGNOSTICISM	N
GADFLY	N
RETALIATORY	A
IMPRACTICABLE	A
SUBSUMED	t
PROTOZOAN	NA
WEER	A
PREFLIGHT	N
NIMS	N
SCRUFFY	A
PLAYFULLY	v
BARONY	N
VIBRATO	N
STOCKMAN	N
BOZO	N
CADDIE	NV
EJECTOR	N
GRUFF	A
PHOTOJOURNALIST	N
BUXOM	A
ISOMER	N
BOTANIST	N
SANITIZER	N
GLYCOLIC	A
TIMIDITY	N
NARCOLEPSY	N
MUSTY	A
CURABLE	A
MINISTERING	A
LITHOLOGY	N
STRANGLE	tV
SWERVE	VN
PROSCRIBED	tA
PANDIT	N
LECTOR	N
ANATOMICALLY	v
BRISKET	N
SLEEPINESS	N
CHATTERING	NA
PROPOLIS	N
RESCHEDULING	t
SYNCHRONIZER	N
DOMINIONS	p
CAPRIS	N
PLATEAUS	p
ORTHODONTIST	N
PLUMMET	iNV
DEPLETE	tV
TYRANNOSAURUS	N
HONEYDEW	N
TRANSPLANTING	N
TERRAPIN	N
EASINESS	N
TREPIDATION	N
DOWNBEAT	NA
PLANTAIN	N
BAMBINO	N
COUSCOUS	N
STABILISED	ti
FRAILTY	N
NEUTRALIZED	VA
TANGIER	AN
REASSIGN	tV
ANNEALED	A
OUGUIYA	N
PREWAR	A
MERINGUE	N
BATEAU	N
NEBULIZER	N
OVERUSED	V
RAGWEED	N
LIGHTHEARTED	A
VETIVER	N
PHYSIOTHERAPIST	N
BOXWOOD	N
CASSIS	N
LITHOGRAPHIC	A
UNSALTED	A
STENTOR	N
PASSAGEWAY	N
PROVER	N
RECODIFIED	t
REESTABLISH	tV
IRONSTONE	N
PARSONAGE	N
BERM	N
SCAVENGING	A
SACRAL	A
SULPHIDE	N
HAKE	N
MORTALLY	v
CARBONIC	A
UNASSUMING	A
HARBORSIDE	v
DISILLUSIONMENT	N
BUSHVELD	N
KNEAD	tV
PREMARITAL	A
LAMAS	N
WILFUL	A
TWISTY	A
THRUSTER	N
GAOL	NV
PHONEMIC	Av
ERUDITE	A
WESTER	iN
APPRECIABLY	v
PENTACLE	N
EQUALIZE	tiV
TARN	N
ELECTROPLATING	V
GRANULOCYTE	N
ATTENTIVELY	v
REBUT	V
INTERRED	tA
ENCUMBERED	A
SPRAIN	tNV
QUANTIFIER	N
PLATEN	N
CONSPIRE	Vi
COMMERCIALIZED	tA
RECOMPENSE	tNV
TECHNETIUM	N
MEATBALL	N
AQUARIAN	A
BACTERIOLOGICAL	A
PHONEME	N
COLONNADE	N
ANHYDRIDE	N
OVERBURDEN	VtN
INDEXATION	N
ARCHITECTURALLY	v
SPILLWAY	N
TRANSFERRIN	N
STROVE	V
STUTTER	VAN
IMPARTING	N
RETICLE	N
COPTER	N
APOLOGIZING	i
BONKERS	A
COUPS	p
VERDANT	A
SECRETE	Vt
SEGUE	V
DOTTY	A
TWIRL	VtiN
PHOT	N
INGOT	Nt
PEDAGOGIC	A
TOURISTIC	A
MIMEO	NV
LOUNGER	N
BEADLE	N
REMARRIAGE	N
TENANCIES	p
COCKNEY	NA
BILINGUALISM	N
GUPPY	N
PENNING	VN
NODULE	N
ABETTING	t
PAELLA	N
SIGNA	V
HANDOFF	N
INFILTRATING	V
CONFIRMATORY	A
AMPLIFYING	V
ALIMENTATION	N
SHAPELY	A
TUNNELLING	V
FIRECRACKER	N
BODHISATTVA	N
FAIRGROUND	N
CARREFOUR	N
TELIA	p
MULLAH	N
WHEELIE	N
PREEMIE	N
SPAYED	A
OVERACTIVE	A
HOMEY	A
ORNAMENTATION	N
LYNCHING	N
DICTATORIAL	A
UNCOMFORTABLY	v
RABBINIC	A
REFINER	N
AMARANTH	N
ZIDOVUDINE	N
TOURER	N
DEFENSELESS	Av
JOKINGLY	v
GLEAN	V
SAYED	N
ICICLE	N
HOOVES	N
GRATIFIED	tA
PARTICIPLE	N
HOTDOG	N
GALLEON	N
CHAFING	VN
RAMI	N
BIPARTITE	A
SUNROOM	N
INWARDS	vp
REGROUP	Vt
LIBERTINE	NA
PACIFISM	N
IMMEASURABLE	A
FLUORIDATION	N
ESTHETIC	AN
SOILING	N
TESTATOR	N
DISTASTE	Nt
PERISCOPE	N
OFFSHOOT	N
RESOLUTELY	v
FRIENDLIEST	A
JACOBUS	N
GERMANE	A
CONSTRUE	VN
HYPERTROPHIC	A
AWL	N
CULPABILITY	N
SEGREGATE	Vt
DESPOTISM	N
FLOTILLA	N
FRAGMENTARY	AvN
OMNISCIENT	A
GLADNESS	N
FRISKY	A
WOODCUT	N
BALLISTICS	N
GENERALITIES	p
CONDOLENCE	N
BOGLE	N
MISTREATED	A
INVERTIBLE	A
INIMITABLE	A
INEFFECTUAL	A
RACOON	N
ARMORIAL	AN
POPPA	N
THICKLY	v
SELFLESSNESS	N
CISTERN	N
EPONYMOUS	A
FIBRIN	N
PHAETON	N
FECUNDITY	N
HIJACKER	N
RELAXANT	NA
TARE	Nt
CALIPH	N
DYSENTERY	N
PASTY	AN
GAGA	A
DEBENTURE	N
CUFFED	A
TUMULT	N
BARSTOOL	N
LYSOZYME	N
ALPHANUMERICAL	A
ANTIHISTAMINE	N
CURATE	N
DONNED	t
UNEXCUSED	A
TARSUS	N
ALLEGORICAL	A
SHOJI	N
PAVER	N
MONOTONY	N
WATCHMAKER	N
PYRIDINE	N
LEGALIZING	t
STEAMROLLER	NtV
WELLHEAD	N
MINISCULE	A
UNABATED	A
REMINISCE	iV
MARKSMAN	N
PUBLICIZING	N
PHILOSOPHIC	A
BHAKTI	N
ARRONDISSEMENT	N
SKYROCKET	NiV
TROUBADOUR	N
ALDOSTERONE	N
HYPNOTIZED	VA
RUDENESS	N
SNITCH	tiNV
FELLED	A
TINNED	A
CONCOCTION	N
FLAY	tV
PATTER	itNV
AGIOS	p
COMMIE	NA
BEANBAG	N
INTERCELLULAR	A
BOOTIE	N
CHRONICLING	V
ARTHRITIC	A
STREPTOCOCCAL	A
BUMMED	NV
UNDIAGNOSED	A
CRONE	N
SIDECAR	N
POSSESSOR	N
WINTRY	A
ADMONISHED	A
INBREEDING	N
WINTERTIME	N
WICKEDLY	v
FESS	N
TICAL	N
ULTRASTRUCTURAL	A
ANEMIC	A
MAXILLARY	AN
THUNK	N
LAVER	N
SHAMED	VA
ELUDED	t
BEHEADING	N
MILTER	N
INCRIMINATING	tA
SMALLMOUTH	N
ELONGATE	VA
LANDLESS	A
SQUELCH	itNV
UNSEALED	A
MOONRISE	N
BANZAI	!N
DUODENUM	N
JOURNEYED	p
CREEL	N
PERCUSSIVE	A
SETT	N
DELIS	p
MAGNIFICENTLY	v
UNPUNISHED	A
OPHTHALMOLOGIST	N
APOSTASY	N
BEREFT	A
SEAWAY	N
CAPITALISE	t
VITRIOL	Nt
VICARAGE	N
VESTRY	N
SENSITIZED	VA
UNSUBSIDIZED	A
CORNMEAL	AN
ASCITES	N
GLEEFULLY	v
FEBRILE	A
PARALLELED	V
CASUARINA	N
ENTWINED	ti
FOSSE	N
MOUNTAINTOP	NA
ILEX	N
MANILLA	N
GLOBIN	N
BILINEAR	A
TAILLE	N
RESPLENDENT	A
WHEE	!
INSECURITIES	p
ROTAVIRUS	N
THRALL	Nt
AIRFOIL	N
LIGNITE	NA
SCORNED	A
STULL	N
PSYCHEDELIA	N
RELAPSED	V
DECONGESTANT	AN
THICKEN	Vi
RINGSIDE	N
INNOVATING	V
ARTFULLY	v
REPAYABLE	A
BLAZED	Vt
CUPPED	A
WHEELBARROW	Nt
MAIMED	NA
REORGANIZING	ti
DERNIER	A
SILVICULTURE	N
PATER	N
INTERGROUP	A
MENO	v
MARINARA	NA
MUSED	V
CENTIPEDE	N
PETREL	N
CALLIOPE	N
MILEPOST	N
PUFFING	NA
MUTAGENIC	A
SHAYS	N
FORMALIN	N
FUTURITY	N
BUHL	AN
LAVAGE	N
LOPSIDED	A
FLIPPERS	N
QUICKSAND	N
SHEATHING	N
HYMNAL	NA
CHLORELLA	N
TRESTLE	N
NEOPHYTE	N
MILLIONTH	NA
SOUFFLE	NA
REBUS	N
AXONAL	A
TRAVERTINE	N
WORMWOOD	N
REPELLANT	NA
AWED	AV
PERGOLA	N
SHRANK	V
ELABORATING	V
CUPPING	N
SLIPCOVER	N
BRAINSTEM	N
SATANISM	N
PINEAL	A
AWN	N
LUGER	N
INTI	N
GLYCERINE	N
RECEIVERSHIP	N
NATIONALISTIC	A
EARACHE	N
CIMETIDINE	N
BILLFOLD	N
ABOLITIONIST	N
FOAMY	A
BUDGIE	N
SHAGGING	VtN
UNPAINTED	A
RINGWORM	N
IONIZER	N
UNWELL	NA
ISOTHERMAL	AN
UNCONSCIONABLE	A
WEDGED	AV
OUTGROWN	V
EVADING	V
COMMEMORATED	t
LURID	A
ANNUNCIATION	N
HERM	N
HANSA	N
UNDEMOCRATIC	A
DISPENSARY	N
BOONDOCKS	pN
LUNT	Nit
FUTURISM	NA
TWIT	VN
COALESCE	iV
PAMPA	N
BROUGHAM	N
STRIPER	N
CREDENTIALED	A
FRUITING	A
REDFISH	N
CUBISM	N
INDUCTIVELY	v
SARCOIDOSIS	N
STOCKBROKER	N
STIRRUP	N
VIATICAL	A
PHOTOGRAMMETRY	N
FLOPPED	V
BREASTFEED	V
SUBTEXT	N
WHITEWASH	NtV
SUBSERVIENT	A
NARC	N
LYRICALLY	v
STUBBORNLY	v
BUCKAROO	N
SPEARFISH	N
BENEDICTION	N
CURLEW	N
DISOBEDIENT	A
SEAMSTRESS	N
GIARDIA	N
LILLIPUT	N
COFFRET	N
RELATEDNESS	N
IMMORTALS	p
TRANSFERABILITY	N
PINWHEEL	N
WHINY	A
THALER	N
UNINITIATED	A
ELLIPSES	p
RUCK	NiV
BRISKLY	v
HUMORAL	A
HUFFY	A
WOODWORKER	N
SNAZZY	A
WEARINESS	N
COVARIANT	A
SUBPLOT	N
ASCENDANCY	N
KINA	N
PREKINDERGARTEN	NA
INGROWN	A
CURTAILMENT	N
HUSKER	N
AFFRONT	NtV
MEMORIZATION	N
BAILEYS	p
OUTTURN	N
SPEARMINT	N
TELEPHONED	V
TREASURIES	pN
ENERGETICALLY	v
TINGE	tNV
SCUFF	VtN
AIRSPEED	N
DEFECTION	N
SLOG	ViN
APPEASEMENT	N
DISPERSING	V
TRACTABLE	A
GLEANER	N
LAPPED	V
NECESSITATING	t
NORMALCY	N
INFOTAINMENT	N
PECS	N
BACKWASH	Nt
CLAWED	A
CONTACTOR	N
GYROSCOPE	N
NONA	N
DEMEANING	A
DISORIENTATION	N
NABBED	t
TANAGER	N
WINSOME	A
CAPSID	N
MORTGAGOR	N
PRESUMING	V
WORMHOLE	N
FLOG	Vi
EFFECTUATE	tV
LONGBOW	N
LORAN	N
DEFERRING	Vt
TOPI	N
SINTERED	A
OUD	N
CRUSE	N
SCALPER	N
SUBDUCTION	N
HAIRLINE	N
GATEHOUSE	N
EVENS	Av
UNATTAINABLE	A
UNREMARKABLE	A
LENGTHENED	A
PROLETARIAN	AN
DRAMATIST	N
GRAYISH	A
MINERALOGICAL	A
HALLUCINATION	N
WORKPIECE	N
EXHORTATION	N
AROUSING	V
AVOCADOS	p
HYPOTHESIZE	V
DENI	N
HIPPOPOTAMUS	N
ETHANE	N
PUFFER	N
WILE	Nt
FORGERIES	p
IOLITE	N
PROPAGATOR	N
RECLINE	V
THERMISTOR	N
HONEYBEE	N
FLUVIAL	A
UPMARKET	A
CANDELA	N
DETERMINATE	A
WATERLINE	N
TELEPHONING	V
JELL	VN
COLLARD	N
SACHET	N
HUMILIATE	tV
ROUSER	N
CHORIONIC	A
CLAIRVOYANT	AN
CALCITONIN	N
FOOTLOOSE	A
SHRIEK	NV
FAECAL	A
BARRETTE	N
OLEANDER	N
DEICIDE	N
YOUS	Nr
BUNGLE	tNV
MESMERIZED	tA
BENTONITE	N
CROZIER	N
FEROCITY	N
WITHERING	NA
PROCREATION	N
GLENGARRY	N
CORDILLERA	N
EXASPERATED	VA
CROPPER	N
GROPING	AV
BRUCELLOSIS	N
EXONERATED	tA
HYPERGLYCEMIA	N
MISER	N
SHORING	Nt
CULPABLE	A
ENTRYWAY	N
WORDPLAY	N
ENSLAVEMENT	N
MUTATE	V
ASUNDER	vA
STATIST	NA
UNIVERSALISM	N
CREMATED	t
FULLBACK	NV
SPOKESMEN	p
SLIPCASE	N
NONSMOKING	A
UNHARMED	A
SHEAVES	N
GODMOTHER	N
POLEMIC	AN
WALLABIES	p
CELEBRANT	N
BUTTONED	A
SPROUTED	A
PERFECTIONIST	NA
PERCUSSIONIST	N
SOCIOCULTURAL	A
ARMOURY	N
LAMBSKIN	N
MARSHALLING	V
BACKTRACK	iV
DUDS	pN
DISTINCTIVENESS	N
COLCHICINE	N
OMELETTE	N
DISINTEGRATED	V
FORGETFULNESS	N
CAPITALISED	t
PHLOX	N
HAPTIC	A
KNOCKER	N
STRADDLING	V
UNDERFOOT	v
ROOFED	A
UNHINGED	tA
JINN	N
PRIMEVAL	A
OPERETTA	N
HORSEMANSHIP	N
STOREYS	p
PENSIONABLE	A
DESTINIES	p
SHERBET	N
SAFEKEEPING	N
THYROXINE	N
INSTAL	tV
VERNIER	N
NUTRITIVE	AN
UNCONSOLIDATED	A
BERSERKER	N
CAHIERS	p
POLYPHONY	N
HURRYING	VNA
DISSOCIATIVE	A
HOTBED	N
TEPID	A
INESSENTIAL	AN
GUSHER	N
SLEDGEHAMMER	NtV
OPPORTUNE	A
HYPERTHERMIA	N
DISSUADE	tV
HEMMED	V
REVEGETATION	N
MALATE	N
POMFRET	N
MICROELECTRONIC	A
PERSONIFIED	t
CORNICE	NtV
SMOCK	NV
OVERPOPULATION	N
PLIOCENE	N
MUSKET	N
NOVATION	N
WHISPERER	N
BEAUTIFY	V
TANNERY	N
SOOTY	A
PURVEYOR	N
OBFUSCATION	N
KINDLED	VA
CUBBY	N
CHEMOTAXIS	N
PENTATHLON	N
THALLIUM	N
PORKY	A
METHODISTS	N
HENCHMEN	p
CUDDLING	VN
BOURG	N
PRETENCE	N
QUESTIONER	N
FUELLING	V
REPUTE	tNV
NAKEDNESS	N
SCABBARD	N
FAECES	pN
COVET	tV
GENERALISATION	N
RIPPLING	VN
MONY	AN
DIETICIAN	N
HANDRAIL	N
RATIONALISM	N
RIMLESS	A
WISTFUL	A
KNICKERBOCKER	N
LIFEBLOOD	N
AUTONOMOUSLY	v
MORONIC	A
OVERPOWERED	A
ACIDIFICATION	N
TIRADE	N
REGURGITATION	N
ALFRESCO	Av
SELLOUT	N
PSYCHOACTIVE	A
ELUCIDATION	N
FUMBLED	V
CONFIDED	V
MUMBLING	VNA
LANCERS	N
INFECTIVITY	N
GYROS	p
MARSALA	N
SPILLOVER	N
CONTRACTILE	A
UPSURGE	ViN
PEEWEE	AN
INEQUITABLE	A
REPTILIAN	AN
DEVONIAN	N
MISNOMER	N
BRAIDING	N
ORGANOMETALLIC	A
CONGER	N
TUGGING	V
ODORLESS	A
HECKLER	N
FISSILE	A
OPULENCE	N
GUARDSMEN	p
GASTRONOMIC	A
UNEASE	N
CENTIGRADE	AN
BARRET	N
COURSING	N
ORNITHOLOGICAL	A
PATRICIAN	NA
TOURNIQUET	N
ASSISTANTSHIP	N
WHIPPET	N
MELODRAMATIC	AN
MOONLIGHTING	N
INEXPERIENCE	N
CHICANE	NtiV
PALABRAS	p
RIME	NtV
FEEDLOT	N
CASEMENT	N
GAMELAN	N
CUDDY	N
NONSTEROIDAL	A
SERIALLY	v
DISPERSIVE	A
APPRISED	t
CORED	V
THOUGHTLESS	A
COMPARER	N
GOAD	NtV
REHABILITATING	t
PARLE	Nit
SATORI	N
UPTURN	VtN
MISALIGNMENT	N
MUDDLE	tNV
RACKETEERING	N
GENERALIZING	V
SHEARED	AV
BLASPHEMOUS	A
STATUTORILY	v
UNAIDED	A
CANDIDATURE	N
BLADED	A
CURRIED	t
CLAPPED	V
PROGESTIN	N
SQUISHY	A
MAXIMIZER	N
BOGGLE	iV
FATHERLAND	N
PARASAILING	N
MYASTHENIA	N
RECEDE	iV
SWANKY	A
STEROL	N
MASTERFULLY	v
PENUMBRA	N
SPRY	A
MASTIC	N
BONGOS	p
WAVER	iNV
CANING	NV
SNAGGED	V
CARBOXYLASE	N
DECENNIAL	AN
DOCENT	N
DISCIPLINING	V
HERBALIST	N
SUBROGATION	N
ACQUIESCENCE	N
DISAFFECTED	A
MITOCHONDRION	N
FORENAME	N
CONIC	AN
NEOLIBERAL	NA
CHRONICLED	V
LAPIDARY	NA
STRUM	VN
INUNDATION	N
CARAWAY	N
CURATORIAL	A
EARSHOT	N
PHYSIOLOGICALLY	v
SUBLICENSE	Nt
SAILER	N
RHEUM	N
BATSMEN	p
APPALOOSA	N
TURBOS	p
EFFERVESCENT	A
SAPPY	A
TRANSFIGURATION	N
FERRITIN	N
BLUESTONE	N
PUNCTURED	VA
INVESTIGATORY	A
REDUCTIVE	AN
REASSEMBLY	N
FILIAL	A
HELIPORT	N
CARILLON	NV
THIAMIN	N
PRONOUNCEMENT	N
TUGBOAT	N
BORAGE	N
DEANERY	N
KIBBUTZ	N
EQUALIZED	tA
CORTISONE	N
POLYCYCLIC	AN
MIDRASH	N
NATTY	A
CONTRALATERAL	A
RESPECTABILITY	N
COMMODE	N
RADIOMETRIC	A
OVEREATING	VN
OVERBEARING	A
ASPIDISTRA	N
TOWNSPEOPLE	N
ADORING	VA
TRODDEN	VA
ATHEROSCLEROTIC	A
ADMINISTRATED	t
DECOUPLED	t
STOCKPILING	VN
DIKTAT	N
PINKO	N
GRUMBLING	VNA
ELUDE	tV
GROK	V
POPSICLE	N
DECENTLY	v
AIRSTREAM	N
METAPHORICALLY	v
TRIPE	N
CICADA	N
SAGUARO	N
AUSTERITY	N
SPONDYLITIS	N
GAULT	N
DIDGERIDOO	N
ENJOIN	tV
BOYISH	A
COOT	N
EGOTISTICAL	A
EUPHEMISM	N
SARAN	N
DIVERGING	VA
MEGAPHONE	N
UNINVITED	A
CANTALOUPE	N
COMATOSE	A
LIVEN	V
ANILINE	N
INCLUSIVENESS	N
STABILISE	ti
SPILT	V
FORGETFUL	A
CONCEDING	VNA
TRICYCLIC	AN
GRATER	N
MAUN	V
PEYOTE	N
OESTROGEN	N
GYRATION	N
CAESAREAN	NA
ANOREXIC	A
BUSHFIRE	N
DILTIAZEM	N
RIGOUR	N
RESHUFFLE	NtV
OXALATE	N
EVINCED	t
PHOTOGENIC	A
NONFERROUS	A
UNEASINESS	N
CONFUSINGLY	v
AFRESH	v
FREESIA	N
DOCKSIDE	NA
MUSKIE	N
MANZANITA	N
THALAMUS	N
SITUATE	tAV
VACCINIA	N
FERIA	N
ESCAPADE	N
THROTTLING	VN
MADRIGAL	NV
OINK	!V
CLAMOR	NitV
BIOMEDICINE	N
SPEEDSTER	N
HOMICIDAL	A
MESENTERIC	A
SIGNPOST	NtV
SATURATE	VtA
DYNE	N
WORKHOUSE	N
SENSITIVELY	v
RESEDA	NA
PEEVE	tNV
DETERRING	t
POLYHEDRON	N
DISCHARGER	N
GUTSY	A
TRILLIONS	N
UNORGANIZED	A
ULU	N
PREDECEASED	t
WRESTER	N
SMUGGLE	Vt
LABORING	A
ANADROMOUS	A
CENTRALIZE	V
WUD	A
AUTOCRATIC	A
GALLET	Nt
TEENAGED	A
HICCUP	NV
SELAH	N
TITANIA	N
PULSATILE	A
FLAVIN	N
INTERFACED	V
OVERHEAT	VtN
PLASMON	N
NICKLES	N
SHYLY	v
SIMULCAST	tN
COUNTERCLAIM	NV
STEWED	A
FINGERNAIL	N
SCONE	N
UNMANAGEABLE	A
PIDGIN	N
DENUNCIATION	N
SQUEAL	NVi
BRAE	N
DUCKING	N
THROB	VN
SCORCH	VitN
PERUSING	tN
VILLAINOUS	A
REEXAMINATION	N
MESOZOIC	N
SANITIZING	tN
CELLIST	N
ELDERBERRY	N
TERRAZZO	N
TRAINEESHIP	N
STEADFASTLY	v
BOOKBINDING	N
RUSTING	N
SLICKER	N
ABSTENTION	N
CONSERVATIONIST	N
BOLLING	N
RECONVENED	V
DISJUNCTION	N
LIFESAVER	N
GENEALOGIES	p
HEMMER	N
RUTHLESSLY	v
INTERNALIZATION	N
LOVELOCK	N
FALSIFY	Vt
RATIFYING	t
KALAM	N
